course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,revenue,yaer,year
1196728,From 0 to 1: Investments and Portfolio Theory,https://www.udemy.com/from-0-to-1-investments-and-portfolio-theory/,True,50,230,0.0,,Beginner Level,4.5,2017-05-01 23:42:52+00:00,Business Finance,11500,2017,2017
1196816,From 0 to 1: Bond Theory and Valuation,https://www.udemy.com/from-0-to-1-bond-theory-and-valuation/,True,50,223,2.0,29.0,Beginner Level,4.0,2017-05-02 05:53:56+00:00,Business Finance,11150,2017,2017
1275790,Advanced Butterfly Spreads for Options Income Strategies,https://www.udemy.com/advanced-butterfly-spread-option-strategies/,True,60,16,1.0,8.0,Expert Level,1.0,2017-07-04 18:08:01+00:00,Business Finance,960,2017,2017
1131122,IPO Fundamentals,https://www.udemy.com/ipo-fundamentals-basics-definition-tutorial/,True,20,1122,13.0,6.0,Beginner Level,1.0,2017-03-02 00:58:36+00:00,Business Finance,22440,2017,2017
1269590,Advanced Options Trading Course,https://www.udemy.com/advanced-option-trading-course/,True,40,1252,2.0,6.0,Intermediate Level,0.533333333,2017-06-29 20:18:19+00:00,Business Finance,50080,2017,2017
1119920,Financial Ratios Using Excel,https://www.udemy.com/financialratios/,True,100,1223,14.0,29.0,Beginner Level,1.0,2017-03-07 23:10:03+00:00,Business Finance,122300,2017,2017
987682,Stocks: Quick Method to get started Investing,https://www.udemy.com/quick-method-investing/,False,0,718,13.0,7.0,Beginner Level,1.0,2017-05-18 17:37:33+00:00,Business Finance,0,2017,2017
1123226,MasterClass-Japanese &  Heiken Ashi CandleStick Patterns,https://www.udemy.com/power-of-engulfing-candlestick-patterns-in-forex-trading/,True,195,375,10.0,26.0,All Levels,3.5,2017-03-12 16:13:38+00:00,Business Finance,73125,2017,2017
1170626,Start Trading Stocks Using Technical Analysis! Part 2,https://www.udemy.com/start-trading-stocks-using-technical-analysis-part-2/,True,95,94,11.0,25.0,All Levels,2.0,2017-05-23 00:20:02+00:00,Business Finance,8930,2017,2017
1016996,Introduction to Corporate Finance (Mergers & Acquisitions),https://www.udemy.com/introduction-to-corporate-finance/,False,0,2080,83.0,30.0,Beginner Level,1.5,2017-02-28 16:14:06+00:00,Business Finance,0,2017,2017
1046992,Forex & Financial Market Trading Tutorial- Online Strategies,https://www.udemy.com/forex-education-school-pforex/,False,0,3137,30.0,69.0,All Levels,9.0,2017-04-12 16:26:51+00:00,Business Finance,0,2017,2017
1088656,Quantitative Trading Analysis with Python,https://www.udemy.com/quantitative-trading-analysis-with-python/,True,50,256,17.0,49.0,All Levels,5.5,2017-01-27 17:11:28+00:00,Business Finance,12800,2017,2017
1187758,Options Trading Essentials: The ULTIMATE Guides,https://www.udemy.com/options-trading-essentials/,False,0,1352,6.0,20.0,All Levels,4.0,2017-04-24 21:59:20+00:00,Business Finance,0,2017,2017
1257502,The Complete Litecoin Crypto Currency Bootcamp,https://www.udemy.com/the-complete-litecoin-crypto-currency-bootcamp/,True,20,7,3.0,24.0,All Levels,1.0,2017-06-28 23:51:45+00:00,Business Finance,140,2017,2017
1215926,Kickstarter success in 5 easy steps,https://www.udemy.com/kickstarter-success-in-5-easy-steps/,True,20,0,0.0,12.0,All Levels,0.516666667,2017-05-16 14:55:28+00:00,Business Finance,0,2017,2017
1249146,Planning and Executing a Financial Statement Audit,https://www.udemy.com/planning-executing-financial-statement-audit/,True,50,0,0.0,,Intermediate Level,2.0,2017-06-29 23:18:51+00:00,Business Finance,0,2017,2017
1233894,The Latest Updates 2016 Financial Accounting Standards Board,https://www.udemy.com/2016-fasb-updates/,True,50,1,0.0,9.0,Intermediate Level,2.0,2017-06-29 21:40:54+00:00,Business Finance,50,2017,2017
1221942,Basic Bookkeeping,https://www.udemy.com/basic-bookkeeping-course/,True,35,0,0.0,12.0,Beginner Level,0.733333333,2017-05-23 16:20:18+00:00,Business Finance,0,2017,2017
1169196,Credit concepts and checklist for bankers credit analyst,https://www.udemy.com/credit-concepts-and-checklist-for-bankers-credit-analyst/,True,20,0,0.0,10.0,Beginner Level,2.5,2017-04-24 14:56:01+00:00,Business Finance,0,2017,2017
1271182,Practical Film Financing: Finding & Pitching Investors,https://www.udemy.com/indiefilm-financing/,True,100,0,0.0,9.0,Beginner Level,1.0,2017-07-05 21:46:55+00:00,Business Finance,0,2017,2017
1233302,Ratio Analysis for Financial Statements,https://www.udemy.com/ratio-analysis-financial-statements/,True,50,0,0.0,6.0,Beginner Level,2.0,2017-07-03 21:39:57+00:00,Business Finance,0,2017,2017
1231958,60 Minutes to Fundamental Accounting Skills,https://www.udemy.com/60-minute-fundamental-accounting-skills/,True,75,0,0.0,9.0,Beginner Level,2.5,2017-06-28 21:55:29+00:00,Business Finance,0,2017,2017
1209556,Hedge Fund Trading Systems Part Two - Stocks & ETFs,https://www.udemy.com/hedge-fund-trading-systems-two/,True,200,56,10.0,23.0,Expert Level,2.5,2017-05-16 22:22:15+00:00,Business Finance,11200,2017,2017
696342,FOREX: From Zero To Hero,https://www.udemy.com/forex-from-zero-to-hero/,True,150,152,,26.0,All Levels,3.0,2017-02-07 05:21:14+00:00,Business Finance,22800,2017,2017
745832,Succeed at Options Even If You Don't Know Where to Start,https://www.udemy.com/succeed-at-options-even-if-you-dont-know-where-to-start/,True,200,36,1.0,12.0,All Levels,1.5,2017-04-17 18:00:13+00:00,Business Finance,7200,2017,2017
1101382,Binary Options Masterclass,https://www.udemy.com/binary-options-masterclass/,True,200,70,11.0,16.0,All Levels,2.0,2017-02-13 16:37:57+00:00,Business Finance,14000,2017,2017
1169188,Energiespar-Formel // Mehr Geld durch Wasser sparen Zuhause,https://www.udemy.com/energiespar-formel-mehr-geld-durch-wasser-sparen-zuhause/,True,50,21,2.0,54.0,All Levels,1.5,2017-04-14 21:55:50+00:00,Business Finance,1050,2017,2017
1201912,high swing - كورس لتعليم جميع مراحل احتراف تداول الفوركس,https://www.udemy.com/wiqvfsmc/,True,100,12,4.0,17.0,Intermediate Level,2.5,2017-05-17 16:04:00+00:00,Business Finance,1200,2017,2017
1225194,Zoho Books Gestion Financière d'Entreprise pas à pas,https://www.udemy.com/zoho-books-gestion-financiere-dentreprise-pas-a-pas/,False,0,229,0.0,33.0,All Levels,2.0,2017-05-26 16:45:55+00:00,Business Finance,0,2017,2017
1164568,Psicología del trading,https://www.udemy.com/psicologia-del-trading/,True,20,1,1.0,6.0,All Levels,0.6,2017-05-04 23:05:55+00:00,Business Finance,20,2017,2017
1057040,Teeter-Totter Accounting,https://www.udemy.com/teeter-totter-accounting/,True,90,0,0.0,12.0,Beginner Level,1.0,2017-02-08 22:15:56+00:00,Business Finance,0,2017,2017
1087466,Stop Creditors from Harassing you and Avoid Bankruptcy,https://www.udemy.com/stop-creditor-harassment-and-avoid-bankruptcy/,True,20,0,,7.0,Beginner Level,0.616666667,2017-02-02 16:22:37+00:00,Business Finance,0,2017,2017
1058852,Learn to trade using technical analysis,https://www.udemy.com/learn-to-trade-using-technical-analysis/,True,50,0,0.0,6.0,Intermediate Level,0.533333333,2017-05-02 13:15:53+00:00,Business Finance,0,2017,2017
1083744,How to Invest Using ETFs from Former Wall Street Trader,https://www.udemy.com/etf-master-class/,True,200,0,0.0,10.0,All Levels,2.0,2017-02-15 22:34:00+00:00,Business Finance,0,2017,2017
1271430,Workshop on Banking Credit Analysis Process,https://www.udemy.com/workshop-on-banking-credit-analysis-process/,True,100,0,0.0,7.0,All Levels,1.5,2017-06-28 23:22:27+00:00,Business Finance,0,2017,2017
1219820,Accounting - The 6 most important rules you must learn,https://www.udemy.com/accounting-the-6-most-important-rules-you-must-learn/,True,20,0,0.0,9.0,All Levels,1.0,2017-05-25 21:55:50+00:00,Business Finance,0,2017,2017
1136038,Free Ways to Create Passive Income Online,https://www.udemy.com/how-to-make-passive-income-online/,True,25,0,0.0,27.0,Beginner Level,1.0,2017-04-17 22:33:13+00:00,Business Finance,0,2017,2017
1232282,The Cash Flow Statement - An Introduction,https://www.udemy.com/cash-flow-statement-introduction/,True,50,0,0.0,10.0,Beginner Level,1.5,2017-06-28 16:05:51+00:00,Business Finance,0,2017,2017
1039442,How To Trade RSI Pullback Strategy: Entry To Exit (Forex),https://www.udemy.com/how-to-trade-rsi-pullback-strategy-entry-to-exit/,True,150,104,10.0,21.0,All Levels,2.0,2017-02-17 05:52:41+00:00,Business Finance,15600,2017,2017
1214144,¡Triunfar en La Bolsa de Valores No Requiere de Experiencia!,https://www.udemy.com/triunfar-en-la-bolsa-de-valores-no-requiere-de-experiencia/,False,0,338,7.0,6.0,Beginner Level,1.0,2017-05-30 14:30:12+00:00,Business Finance,0,2017,2017
1138162,Le basi del Trading,https://www.udemy.com/le-basi-del-trading/,True,200,22,5.0,18.0,All Levels,3.5,2017-03-11 00:58:58+00:00,Business Finance,4400,2017,2017
1163242,Profit and Loss Account for bankers and credit analysts,https://www.udemy.com/profit-and-loss-account-for-bankers-and-credit-analysts/,True,20,1,0.0,,Beginner Level,7.5,2017-04-23 22:07:02+00:00,Business Finance,20,2017,2017
954842,Black Scholes Option Pricing Model,https://www.udemy.com/black-scholes-option-pricing-model/,True,25,3,0.0,10.0,Beginner Level,,2017-05-03 16:42:34+00:00,Business Finance,75,2017,2017
1056242,Practical Accounts Training A,https://www.udemy.com/mobile-practical-accounts-training-a/,True,35,2,0.0,127.0,Intermediate Level,31.5,2017-01-18 18:52:11+00:00,Business Finance,70,2017,2017
1113702,Intro. to Asset-Backed Securities CFA Level I  2017 Prep,https://www.udemy.com/intro-to-asset-backed-securities-cfa-level-i-2017-prep/,True,20,1,0.0,13.0,All Levels,3.0,2017-03-27 19:59:34+00:00,Business Finance,20,2017,2017
1072220,Reach Your Personal Financial Goals the Easy Way (2017 UK),https://www.udemy.com/reach-your-personal-financial-goals-the-easy-way-2017-uk/,True,95,2,0.0,59.0,All Levels,4.5,2017-05-22 23:58:16+00:00,Business Finance,190,2017,2017
1022796,Trading for winning,https://www.udemy.com/charting-for-beginners-for-dummies-newbies-technical-analysis/,True,200,168,7.0,27.0,All Levels,2.0,2017-01-23 05:18:48+00:00,Business Finance,33600,2017,2017
793084,Succeed in Stocks Even if you Don't Know Where to Start,https://www.udemy.com/succeed-in-stocks-even-if-you-dont-know-where-to-start/,False,0,2554,20.0,10.0,Beginner Level,1.0,2017-03-09 04:55:24+00:00,Business Finance,0,2017,2017
1088102,The Psychology of Trading,https://www.udemy.com/the-psychology-of-trading/,True,20,95,3.0,20.0,All Levels,1.0,2017-02-02 03:58:36+00:00,Business Finance,1900,2017,2017
1113442,Beginners Chart Patterns Trading for Penny Stocks,https://www.udemy.com/beginners-chart-patterns-for-penny-stocks-part-2/,True,200,40,,26.0,Beginner Level,1.5,2017-02-22 05:37:40+00:00,Business Finance,8000,2017,2017
1110256,QuickBooks Online : Inventory Management For Non-Finance,https://www.udemy.com/quickbooks-online-inventory-management-for-non-finance/,True,35,8,4.0,10.0,All Levels,0.666666667,2017-04-20 22:15:19+00:00,Business Finance,280,2017,2017
773502,Financial Accounting Part 2 - Passing The Class,https://www.udemy.com/financial-accounting-part-2-passing-the-class/,True,20,15,4.0,36.0,Beginner Level,,2017-05-01 22:58:40+00:00,Business Finance,300,2017,2017
1153876,Term Loan Appraisal for bankers credit analysts,https://www.udemy.com/term-loan-appraisal-for-bankers-credit-analysts/,True,20,11,2.0,28.0,Beginner Level,6.5,2017-04-03 16:53:57+00:00,Business Finance,220,2017,2017
1089610,3 Little Pigs: A Multiple Timeframe Forex Trading Strategy,https://www.udemy.com/3-little-pigs-a-multiple-timeframe-forex-trading-strategy/,True,20,18,0.0,6.0,All Levels,1.5,2017-02-24 16:33:34+00:00,Business Finance,360,2017,2017
1153854,Working Capital assessment for bankers credit analysts,https://www.udemy.com/working-capital-assessment-for-bankers-credit-analysts/,True,20,4,0.0,29.0,Beginner Level,7.0,2017-04-06 23:30:07+00:00,Business Finance,80,2017,2017
1156530,How to trade in the Forex market,https://www.udemy.com/forex-market/,True,200,6,,39.0,Intermediate Level,2.5,2017-03-29 16:19:49+00:00,Business Finance,1200,2017,2017
1097288,Bookkeeping Practicals with Software,https://www.udemy.com/bookkeeping-practical-with-software/,True,35,1,0.0,130.0,Intermediate Level,31.5,2017-02-07 00:16:24+00:00,Business Finance,35,2017,2017
1082352,Trading Basics in 30 minutes,https://www.udemy.com/trading-basics-in-30-minutes/,True,50,1,0.0,6.0,Beginner Level,0.533333333,2017-02-26 21:59:25+00:00,Business Finance,50,2017,2017
1010988,Economics for beginners - Various Concepts,https://www.udemy.com/economics-forms-of-market-and-perfect-competition/,True,25,2,0.0,34.0,Beginner Level,2.5,2017-01-02 14:58:36+00:00,Business Finance,50,2017,2017
1174084,Formação de preços em serviços,https://www.udemy.com/formacao-de-precos-em-servicos/,True,35,77,5.0,28.0,Intermediate Level,2.0,2017-04-26 05:08:15+00:00,Business Finance,2695,2017,2017
1250742,Complete GST Course For Small and Medium Enterprises,https://www.udemy.com/complete-gst-course-for-small-and-medium-enterprises/,True,75,8,,45.0,Beginner Level,6.0,2017-06-14 16:32:26+00:00,Business Finance,600,2017,2017
1124276,Le bitcoin et la blockchain,https://www.udemy.com/le-bitcoin-et-la-blockchain/,True,80,13,3.0,12.0,All Levels,0.733333333,2017-03-13 23:49:47+00:00,Business Finance,1040,2017,2017
1227792,Contabilità Generale,https://www.udemy.com/contabilita-generale/,True,200,4,1.0,40.0,All Levels,,2017-05-29 23:47:21+00:00,Business Finance,800,2017,2017
1196700,Le basi del trading online,https://www.udemy.com/le-basi-del-trading-online/,True,45,7,1.0,27.0,Beginner Level,3.5,2017-05-31 17:02:09+00:00,Business Finance,315,2017,2017
1137310,自分に合った投資信託を見つけよう！,https://www.udemy.com/kabucom_toushin/,True,25,859,49.0,23.0,Beginner Level,2.0,2017-03-31 17:41:24+00:00,Business Finance,21475,2017,2017
1080466,Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin,https://www.udemy.com/curso-bitcoin/,True,30,394,109.0,73.0,All Levels,5.5,2017-02-06 13:59:35+00:00,Business Finance,11820,2017,2017
1062144,Aprende a invertir sin capital,https://www.udemy.com/aprende-a-invertir-sin-capital/,True,130,649,37.0,29.0,Beginner Level,1.5,2017-05-01 21:29:37+00:00,Business Finance,84370,2017,2017
1097486,Apprendre à trader sur le marché du Forex - guide complet,https://www.udemy.com/apprendre-a-trader-sur-le-marche-du-forex-guide-complet/,True,140,187,47.0,38.0,Beginner Level,3.0,2017-03-07 00:23:20+00:00,Business Finance,26180,2017,2017
1141708,Managerial Accounting - The Ultimate Beginner Course!,https://www.udemy.com/managerial-accounting-the-ultimate-beginner-course/,True,100,11,0.0,121.0,Beginner Level,11.0,2017-04-13 00:20:15+00:00,Business Finance,1100,2017,2017
1240408,Forex Trading for Beginners Vol 1:A Forex Course Made Simple,https://www.udemy.com/forex-trading-for-beginners-vol-1a-forex-course-made-simple/,True,175,3,0.0,27.0,Beginner Level,1.0,2017-07-04 22:23:09+00:00,Business Finance,525,2017,2017
1178150,Double Your Salary With Free Local Job Training Courses,https://www.udemy.com/how-to-search-the-internet-to-get-free-training-education/,True,20,8,1.0,8.0,All Levels,1.0,2017-04-17 16:33:31+00:00,Business Finance,160,2017,2017
429080,Understanding Financial Derivatives,https://www.udemy.com/understanding-financial-derivatives/,True,20,16,1.0,11.0,Intermediate Level,2.0,2017-03-24 22:25:11+00:00,Business Finance,320,2017,2017
1230950,The Fast Route to a Faster Financial Close,https://www.udemy.com/faster-financial-close/,True,50,2,0.0,8.0,Intermediate Level,1.5,2017-06-23 22:05:17+00:00,Business Finance,100,2017,2017
1027678,Depreciation Amortization and Depletion,https://www.udemy.com/depreciation-amor/,True,25,7,1.0,13.0,Intermediate Level,1.0,2017-03-06 23:59:02+00:00,Business Finance,175,2017,2017
1078254,Tally ERP Complete Training in Urdu / Hindi,https://www.udemy.com/tally-erp-complete-training-in-urdu/,True,30,5,2.0,51.0,All Levels,5.0,2017-02-02 17:03:27+00:00,Business Finance,150,2017,2017
1193288,Accounting Simplified,https://www.udemy.com/accounting-simplified/,True,30,3,0.0,41.0,All Levels,8.5,2017-05-03 16:14:01+00:00,Business Finance,90,2017,2017
1106148,Series 7: Intermediate Options,https://www.udemy.com/series-7-intermediate-options/,True,55,5,0.0,11.0,Intermediate Level,1.0,2017-04-17 22:33:36+00:00,Business Finance,275,2017,2017
1029322,Accounting and Business Basics,https://www.udemy.com/accounting-and-business-basics/,True,200,5,0.0,10.0,All Levels,2.0,2017-01-19 16:37:27+00:00,Business Finance,1000,2017,2017
1174086,Precificação - Calculando valor de venda baseado nos custos,https://www.udemy.com/formacao-de-precos-em-projetos/,True,35,32,3.0,46.0,All Levels,3.0,2017-04-19 06:53:19+00:00,Business Finance,1120,2017,2017
1132162,Investimento em Ações,https://www.udemy.com/investimento-em-acoes/,True,20,16,4.0,,Beginner Level,4.5,2017-03-27 16:45:29+00:00,Business Finance,320,2017,2017
1206414,Excelを使ってビジネスシミュレーション：基礎編,https://www.udemy.com/excel-zw/,True,85,22,5.0,47.0,Beginner Level,5.0,2017-05-18 22:31:23+00:00,Business Finance,1870,2017,2017
1232390,Corporate Ethics,https://www.udemy.com/corporate-ethics/,True,100,0,0.0,13.0,Beginner Level,3.5,2017-07-03 21:39:13+00:00,Business Finance,0,2017,2017
1232312,Core Financial Statement Concepts,https://www.udemy.com/financial-statement-concepts/,True,50,0,0.0,9.0,Intermediate Level,1.5,2017-06-28 21:58:15+00:00,Business Finance,0,2017,2017
1251654,Understand Core Finance Principles in 60 Minutes,https://www.udemy.com/core-finance-principles-in-60-minutes/,True,75,0,0.0,13.0,Beginner Level,2.5,2017-06-29 22:04:17+00:00,Business Finance,0,2017,2017
1024862,Making Tax Digital - UK HMRC Legislation Explained,https://www.udemy.com/making-tax-digital/,False,0,743,0.0,,All Levels,1.0,2017-06-06 14:13:15+00:00,Business Finance,0,2017,2017
1268616,Condor Broken Wing Butterfly Options Trading Course System,https://www.udemy.com/condor-broken-wing-butterfly-options-trading-course-system/,False,0,16,0.0,15.0,All Levels,1.5,2017-07-06 19:47:16+00:00,Business Finance,0,2017,2017
1100746,≪虎の巻≫証券取引の「税金のお悩み」解消,https://www.udemy.com/kabucom_zeise/,True,25,3840,296.0,33.0,Intermediate Level,1.5,2017-02-21 17:14:03+00:00,Business Finance,96000,2017,2017
1005312,【１日でマスター！】今日からはじめる資産形成,https://www.udemy.com/kabucom_start/,True,20,7183,,14.0,Beginner Level,1.0,2017-01-19 23:51:32+00:00,Business Finance,143660,2017,2017
323916,Learn How To use Channels to find amazing Forex Entries,https://www.udemy.com/learn-how-to-use-channels-to-find-amazing-forex-entries/,True,45,172,48.0,15.0,All Levels,1.0,2017-05-24 18:05:36+00:00,Business Finance,7740,2017,2017
1189592,Learn How To Successfully Trade Forex: In 5 Simple Steps,https://www.udemy.com/learn-how-to-successfully-trade-forex-in-5-simple-steps/,True,95,64,7.0,44.0,All Levels,8.5,2017-05-03 22:09:03+00:00,Business Finance,6080,2017,2017
791574,Succeed in Futures Even if You Don't Know Where to Start,https://www.udemy.com/succeed-in-futures-even-if-you-dont-know-where-to-start/,False,0,3014,19.0,15.0,All Levels,1.0,2017-01-03 05:58:06+00:00,Business Finance,0,2017,2017
1041926,How to Trade Forex like a Hedge Fund: Long FX Strategies,https://www.udemy.com/how-to-trade-forex-like-a-hedge-fund/,True,115,504,5.0,32.0,All Levels,1.5,2017-03-23 16:23:33+00:00,Business Finance,57960,2017,2017
1253868,Complete Short Financial Ratio Course for Financial Analysis,https://www.udemy.com/financialratio/,True,200,15,1.0,56.0,All Levels,3.0,2017-06-28 17:44:56+00:00,Business Finance,3000,2017,2017
1250694,カードゲームでカンタンに理解する！経済とお金のキホン,https://www.udemy.com/kabucom_keizai/,True,20,103,3.0,18.0,Beginner Level,,2017-06-27 05:51:44+00:00,Business Finance,2060,2017,2017
1021104,Aprenda a Investir seu Dinheiro,https://www.udemy.com/aprenda-a-investir-seu-dinheiro/,True,85,150,28.0,19.0,All Levels,2.5,2017-01-20 14:57:34+00:00,Business Finance,12750,2017,2017
1193056,Trader sur le Forex avec Ichimoku,https://www.udemy.com/apprendre-a-trader-le-forex-avec-ichimoku/,True,90,48,12.0,18.0,Beginner Level,2.5,2017-05-05 16:58:52+00:00,Business Finance,4320,2017,2017
1223000,Innovators and innovation: Travel through time!,https://www.udemy.com/innovators-and-innovation-travel-through-time/,True,50,101,0.0,31.0,Beginner Level,6.0,2017-05-25 17:41:10+00:00,Business Finance,5050,2017,2017
1197206,Illustrator CC MasterClass,https://www.udemy.com/illustrator-cc-masterclass/,True,95,462,50.0,86.0,All Levels,12.0,2017-05-02 16:41:21+00:00,Graphic Design,43890,2017,2017
1117796,Typographic Logo Design in Illustrator - Beginners & Beyond,https://www.udemy.com/typographical-logo-design/,True,150,1720,40.0,,All Levels,1.5,2017-02-23 21:40:39+00:00,Graphic Design,258000,2017,2017
1219520,Adobe Illustrator T-Shirt Design for Merch by Amazon,https://www.udemy.com/merchbyamazondesign/,True,20,390,44.0,15.0,All Levels,1.0,2017-06-13 20:41:14+00:00,Graphic Design,7800,2017,2017
1216132,Learn Adobe Illustrator: Semi-Automatic Mandalas Drawing,https://www.udemy.com/learn-adobe-illustrator-semi-automatic-mandalas-drawing/,True,200,1076,15.0,15.0,All Levels,1.0,2017-05-22 22:53:46+00:00,Graphic Design,215200,2017,2017
1145736,Create Professional Looking Infographics With No Experience,https://www.udemy.com/create-professional-looking-infographics/,True,180,9367,,21.0,Beginner Level,2.0,2017-03-21 19:00:13+00:00,Graphic Design,1686060,2017,2017
1120554,Canva Graphics Design Essential Training For Everyone,https://www.udemy.com/canva-graphics-design-essential-training/,True,200,12340,124.0,46.0,All Levels,2.5,2017-03-07 03:54:27+00:00,Graphic Design,2468000,2017,2017
1151326,Triangulated Bird: Origami Styled Bird in Adobe Illustrator,https://www.udemy.com/triangulated-bird-origami-styled-bird-in-adobe-illustrator/,True,195,2027,11.0,9.0,Intermediate Level,0.5,2017-04-18 19:40:57+00:00,Graphic Design,395265,2017,2017
1181578,Deinen Roman setzen mit PagePlus in 10 einfachen Schritten,https://www.udemy.com/deinen-roman-setzen-mit-pageplus-in-10-einfachen-schritten/,False,0,69,6.0,25.0,All Levels,3.5,2017-04-24 16:44:12+00:00,Graphic Design,0,2017,2017
1261122,画像加工の初心者でも「１日」で初歩を覚えられる無料講座,https://www.udemy.com/1-tuqndy/,False,0,21,0.0,18.0,Beginner Level,1.0,2017-06-22 15:01:32+00:00,Graphic Design,0,2017,2017
874012,The Ultimate Drawing Course - Beginner to Advanced,https://www.udemy.com/the-ultimate-drawing-course-beginner-to-advanced/,True,150,26742,2379.0,62.0,Beginner Level,11.0,2017-01-23 00:20:05+00:00,Graphic Design,4011300,2017,2017
1046722,Ultimate Photoshop Training: From Beginner to Pro,https://www.udemy.com/ultimate-photoshop-training-from-beginner-to-pro/,True,200,5326,447.0,150.0,Beginner Level,11.5,2017-01-12 16:56:22+00:00,Graphic Design,1065200,2017,2017
1047436,How to Draw and Sketch for Beginners,https://www.udemy.com/drawing-and-sketching-for-beginners/,True,150,1360,175.0,79.0,Beginner Level,,2017-01-25 22:07:38+00:00,Graphic Design,204000,2017,2017
1067516,Vector Logo Design in Affinity Designer,https://www.udemy.com/logoaffinitydesigner/,True,150,1789,102.0,57.0,All Levels,3.0,2017-02-07 18:09:03+00:00,Graphic Design,268350,2017,2017
1184664,Design Business Card in Photoshop: Earn Money by Doing It,https://www.udemy.com/design-business-card-in-photoshop-earn-money-by-doing-it/,True,50,120,10.0,29.0,Beginner Level,3.5,2017-04-24 18:55:28+00:00,Graphic Design,6000,2017,2017
1185898,Photoshop - Creación de Efectos 2,https://www.udemy.com/photoshop-creacion-de-efectos-2/,True,30,0,0.0,9.0,Beginner Level,1.0,2017-05-17 19:19:18+00:00,Graphic Design,0,2017,2017
1177156,Como Criar Logos de Sucesso - Start Designer,https://www.udemy.com/como-criar-logos-de-sucesso-start-designer/,True,25,0,0.0,29.0,Beginner Level,6.0,2017-06-30 05:48:57+00:00,Graphic Design,0,2017,2017
1128984,Photoshop - Aprende a Transformar Imágenes,https://www.udemy.com/photoshop-aprende-a-transformar-imagenes/,True,20,0,0.0,14.0,Beginner Level,1.0,2017-03-08 18:05:51+00:00,Graphic Design,0,2017,2017
1137738,Photoshop - Creación de Efectos,https://www.udemy.com/photoshop-creacion-de-efectos/,True,20,0,0.0,11.0,Beginner Level,1.0,2017-03-24 20:06:57+00:00,Graphic Design,0,2017,2017
1185535,Cómo crear maquetas con Adobe XD,https://www.udemy.com/como-crear-maquetas-con-adobe-xd/,False,0,217,2.0,21.0,Beginner Level,3.0,2017-05-28 16:17:36+00:00,Graphic Design,0,2017,2017
1085646,How to Doodle: Basics and Lettering,https://www.udemy.com/how-to-doodle-basics-and-lettering/,True,185,2358,28.0,12.0,All Levels,1.0,2017-02-21 17:43:34+00:00,Graphic Design,436230,2017,2017
1062048,Mastering Photoshop CC 2017 - The Art of Design & Technology,https://www.udemy.com/mastering-basics-of-photoshopcc-a-complete-beginners-guide/,True,20,3721,95.0,46.0,All Levels,6.5,2017-02-04 05:52:17+00:00,Graphic Design,74420,2017,2017
1160004,Design a logo for FREE in Inkscape,https://www.udemy.com/logoinkscape/,True,100,1148,26.0,42.0,All Levels,2.0,2017-05-01 18:32:43+00:00,Graphic Design,114800,2017,2017
1087244,Foundation Skills on Adobe Illustrator: Learn Fast!,https://www.udemy.com/foundation_skills_illustrator/,True,50,2489,39.0,16.0,Beginner Level,2.0,2017-03-01 21:54:39+00:00,Graphic Design,124450,2017,2017
1169062,How To Create Amazing Cinemagraphs with Microsoft PowerPoint,https://www.udemy.com/how-to-create-amazing-cinemagraphs-with-microsoft-powerpoint/,True,30,1782,18.0,10.0,Beginner Level,1.0,2017-04-05 20:39:33+00:00,Graphic Design,53460,2017,2017
1196852,Photoshop: How to create stunning collages,https://www.udemy.com/photoshop-how-to-create-stunning-collages-in-5-minutes/,True,20,2044,17.0,15.0,Beginner Level,1.5,2017-05-09 16:40:58+00:00,Graphic Design,40880,2017,2017
1149656,Mastering advance Photoshop,https://www.udemy.com/advanced-photoshop-practical-projectspsd-files/,True,20,5787,40.0,21.0,Intermediate Level,2.0,2017-04-27 23:39:34+00:00,Graphic Design,115740,2017,2017
1094930,DIY Design Professional Web Banners in Photoshop 4 Beginners,https://www.udemy.com/design-professional-web-banners-in-photoshop-for-beginners/,True,200,6944,30.0,24.0,Beginner Level,1.0,2017-02-01 15:44:11+00:00,Graphic Design,1388800,2017,2017
1219326,Diventa un professionista del Graphic Design,https://www.udemy.com/diventa-un-professionista-del-graphic-design/,True,200,185,10.0,94.0,All Levels,17.5,2017-05-24 17:02:19+00:00,Graphic Design,37000,2017,2017
1029554,Formação em Design Gráfico com Corel Draw Versões X8 / 2017.,https://www.udemy.com/formacao-design-grafico-com-corel-draw-x8/,True,45,418,85.0,71.0,Beginner Level,11.0,2017-03-03 20:08:35+00:00,Graphic Design,18810,2017,2017
1276020,Photoshop para iniciante - o básico,https://www.udemy.com/photoshop-para-iniciante-o-basico/,True,30,23,2.0,20.0,Beginner Level,3.0,2017-07-03 01:36:55+00:00,Graphic Design,690,2017,2017
1202746,Curso Online de Adobe Illustrator CC e CS6,https://www.udemy.com/curso-online-de-adobe-illustrator-cc/,True,80,126,18.0,119.0,All Levels,13.0,2017-05-04 06:11:39+00:00,Graphic Design,10080,2017,2017
1226518,Photoshop & Illustrator CC Essentials in Arabic,https://www.udemy.com/photoshop-illustrator-cc-essentials-arabic/,False,0,3329,193.0,33.0,Beginner Level,3.5,2017-05-31 23:16:00+00:00,Graphic Design,0,2017,2017
